customer_id,name,country,birthdate,signup_date,kyc_level
C1414,Erica Alvarez,ES,1962-12-24,2025-07-21,FULL
C1415,Antonio Garcia,UK,1993-09-16,2024-07-07,FULL
C1416,Gwendolyn Klein,FR,2000-09-23,2023-06-13,BASIC
C1417,Carrie Wright,FR,1991-08-26,2023-02-21,FULL
C1418,Jeffrey Mills,UK,1980-07-10,2023-02-04,FULL
C1419,Jake Campbell,IT,1981-07-14,2024-11-30,BASIC
C1420,George Harper,FR,1978-03-04,2023-04-27,FULL
C1421,Maria Jones,IT,2007-04-17,2023-09-17,FULL
C1422,Michael Mitchell,FR,1964-08-26,2023-07-03,FULL
C1423,Mary Escobar,FR,1974-06-14,2025-04-27,FULL
C1424,Felicia Aguilar,DE,1957-07-19,2024-12-03,FULL
C1425,Gregory Ponce,FR,1974-04-05,2023-10-05,FULL
C1426,Jenna Larson,ES,2003-04-14,2024-03-11,FULL
C1427,Emily Bennett,UK,1960-01-24,2023-10-28,FULL
C1428,Robin Santiago,UK,1978-04-03,2024-05-16,BASIC
C1429,Nancy Jennings,IT,1984-10-15,2023-01-08,FULL
C1430,Maria Henderson,FR,1999-04-29,2024-04-09,BASIC
C1431,Jack White,ES,1972-02-19,2024-05-30,BASIC
C1432,Travis Tucker,IT,2005-07-17,2024-08-21,FULL
C1433,Chad Jones,DE,1987-04-15,2025-02-01,FULL
C1434,Ashley Wise,IT,1969-03-31,2023-09-20,FULL
C1435,Sophia Johnson,IT,1968-06-08,2025-08-26,FULL
C1436,Ralph Anderson,FR,1991-05-03,2023-08-24,FULL
C1437,Christopher Guerra,DE,1973-02-19,2023-12-17,FULL
C1438,Rhonda Martin,IT,1992-12-06,2025-08-05,BASIC
C1439,Jason Rhodes,ES,2002-01-22,2023-01-11,FULL
C1440,Jeremy Mitchell,ES,1973-03-03,2025-06-19,BASIC
C1441,Joann Ferguson,UK,1964-01-10,2025-06-13,FULL
C1442,Robert Harrison,DE,1962-02-12,2022-10-27,BASIC
C1443,Holly Valentine,DE,1996-07-31,2023-01-31,FULL
C1444,Mrs. Diane Reyes,UK,2005-02-06,2024-05-29,BASIC
C1445,Tracy Montoya,IT,1994-08-14,2024-04-19,FULL
C1446,Brenda Wright,DE,1970-12-20,2024-04-15,FULL
C1447,Shelly Spencer,ES,1971-03-09,2025-01-13,FULL
C1448,Ryan Rosales,ES,1958-02-20,2024-09-16,BASIC
C1449,Phillip Nelson,FR,2000-04-07,2022-12-04,FULL
C1450,Brittany Kim,DE,1990-10-28,2025-05-24,BASIC
C1451,Courtney Hayes,IT,1970-01-16,2022-09-22,FULL
C1452,Alexander Brown,UK,1998-02-05,2025-09-03,BASIC
C1453,Cynthia Vang,UK,1970-07-13,2023-06-01,BASIC
C1454,Alfred Galvan,IT,1958-04-04,2023-01-14,BASIC
C1455,Marie Moody,FR,1961-07-03,2024-10-23,FULL
C1456,Dustin Gallegos,UK,1982-10-23,2024-07-13,FULL
C1457,Brenda Thornton,DE,1977-02-28,2025-06-05,BASIC
C1458,Aaron Miller,FR,2003-07-03,2024-02-04,FULL
C1459,Ruben Dunn,DE,1986-10-31,2025-02-03,FULL
C1460,Kelsey Rodriguez,ES,1961-07-12,2023-02-03,FULL
C1461,Eric Williams,FR,2001-01-15,2024-12-06,FULL
C1462,Riley Bryant,UK,2007-02-19,2022-11-13,FULL
C1463,Taylor Carlson,FR,1964-01-15,2023-08-30,FULL
C1464,Jose Allen,FR,1955-01-14,2023-08-02,BASIC
C1465,Jeffrey Mendez,FR,1992-02-20,2025-08-18,BASIC
C1466,Jason Beck,FR,1965-06-07,2025-02-04,FULL
C1467,William Jones,DE,1982-05-17,2024-09-15,FULL
C1468,Katie Mcneil,ES,1999-02-11,2023-11-03,FULL
C1469,Jeanette Harrison,IT,1987-01-21,2022-11-19,BASIC
C1470,Veronica King,FR,1987-03-06,2023-01-01,FULL
C1471,Richard Cooper,UK,1998-12-15,2025-08-06,FULL
C1472,Lori Ingram,FR,1968-04-04,2023-11-17,BASIC
C1473,Evelyn Williams,UK,2006-02-15,2024-12-29,BASIC
C1474,Robin Thompson,DE,1974-03-26,2025-01-30,FULL
C1475,Julie Dominguez,UK,1976-07-16,2025-06-26,FULL
C1476,Robin Brown,IT,1974-02-09,2022-10-29,BASIC
C1477,Judith Carter,ES,1998-08-21,2023-06-13,BASIC
C1478,Curtis Williams,UK,1958-09-17,2024-01-09,BASIC
C1479,Kaylee Hays,UK,2006-12-30,2022-10-02,FULL
C1480,Dawn Mullins,ES,1960-10-09,2023-07-26,BASIC
C1481,Howard Norman,IT,1999-01-27,2025-03-07,BASIC
C1482,Evelyn Martinez,FR,1993-10-03,2023-04-19,FULL
C1483,Steve Paul,UK,1970-06-27,2024-05-18,BASIC
C1484,Jasmine Beltran,ES,1991-02-07,2023-01-05,FULL
C1485,Jonathan Glass MD,DE,2004-12-14,2023-12-16,BASIC
C1486,Monica Miller,ES,2003-11-23,2023-05-18,BASIC
C1487,Samantha Gardner,DE,1957-03-23,2025-01-31,BASIC
C1488,Bobby Guerrero,IT,1966-08-07,2023-09-16,FULL
C1489,Lance Simmons,FR,1983-02-14,2025-02-04,FULL
C1490,Heather Williams,ES,1966-08-25,2024-05-04,FULL
C1491,Heather Bolton,UK,1957-02-27,2025-07-25,FULL
C1492,William Gould,IT,1981-09-13,2024-12-25,FULL
C1493,Mark Cox,ES,1988-05-24,2024-02-05,BASIC
C1494,Meghan Cisneros,UK,1967-05-13,2024-04-26,BASIC
C1495,Lawrence Harrington,ES,2005-08-27,2023-04-13,FULL
C1496,Austin Osborne,DE,1974-05-20,2025-08-13,BASIC
C1497,James Bradley,ES,1957-03-27,2023-01-07,BASIC
C1498,Meghan Rush,ES,1955-04-26,2024-10-24,BASIC
C1499,Phillip Berry,ES,1974-12-28,2024-02-27,BASIC
